#,Song,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
11 , Sweater Weather,The Neighbourhood,92,"modern alternative rock, modern rock, pop, shimmer pop","Rock, Pop",I Love You.,2013-04-19,4:00,61,81,5,2,40,3,10,-3 db,124,A#/B♭ Major,6B,4,2022-04-13,2QjOHCTQ1Jl3zawyYOpxh6
12 , Down Under (feat. Colin Hay),"Luude,Colin Hay",73,"aussietronica, neo mellow, solo wave","Dance/Electronic, Folk/Acoustic",Down Under (feat. Colin Hay),2021-11-19,2:38,31,86,1,0,4,17,28,-4 db,172,B Minor,10A,4,2022-04-13,3Oww84xrmgjyr5J1ilOmAf
13 , STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber",92,"australian hip hop, canadian pop, pop","Hip Hop, Pop",F*CK LOVE 3: OVER YOU,2021-07-23,2:21,59,76,4,0,48,5,10,-5 db,170,C♯/D♭ Major,3B,4,2022-04-13,5PjdY0CKGZdEuoNab3yDmX
14 , RAVE,Dxrk ダーク,68,drift phonk,,RAVE,2022-03-18,2:49,72,75,24,85,34,4,11,-6 db,120,G#/A♭ Major,4B,4,2022-04-13,01kfSdF9zfcDLri5sSWEoL
15 , The Motto,"Tiësto,Ava Max",93,"big room, brostep, dance pop, dutch edm, edm, house, pop, pop dance, slap house, trance, tropical house","Dance/Electronic, Pop",The Motto,2021-11-04,2:44,75,76,3,0,46,4,9,-5 db,118,G Minor,6A,4,2022-04-13,18asYwWugKjjsihZ0YvRxO
16 , INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X,Jack Harlow",89,"lgbtq+ hip hop, pop, deep underground hip hop, kentucky hip hop, rap","Hip Hop, Pop",MONTERO,2021-09-17,3:32,74,69,2,0,89,7,5,-7 db,150,A#/B♭ Minor,3A,4,2022-04-13,5Z9KJZvQzH6PFmb8SNkxuk
17 , Infinity,Jaymes Young,94,"modern rock, pop","Rock, Pop",Feel Something,2017-06-23,3:57,67,67,15,0,49,4,30,-7 db,122,B Minor,10A,4,2022-04-13,1SOClUWhOi8vHZYMz3GluK
18 , Woman,Doja Cat,95,"dance pop, pop",Pop,Planet Her,2021-06-25,2:52,82,76,9,0,88,9,12,-4 db,108,F Minor,4A,4,2022-04-13,6Uj1ctrBOjOas8xZXGqKk4
19 , W (Kā pienākas),Prusax,42,latvian hip hop,Hip Hop,W (Kā pienākas),2022-03-30,2:54,64,77,13,0,56,4,27,-4 db,155,E Minor,9A,4,2022-04-13,1QtnkO460jPALmHFBSi4xx
20 , No Role Modelz,J. Cole,89,"conscious hip hop, hip hop, north carolina hip hop, rap",Hip Hop,2014 Forest Hills Drive,2014-12-09,4:52,69,52,32,0,49,34,5,-8 db,100,A#/B♭ Minor,3A,4,2022-04-13,68Dni7IE4VyPkTOH9mRWHr
21 , Shivers,Ed Sheeran,94,"pop, uk pop",Pop,=,2021-10-29,3:27,79,86,28,0,82,9,4,-3 db,141,D Major,10B,4,2022-04-13,50nfwKoDiSYg8zOCREWAm5
22 , HDMI,BONES,81,"dark trap, underground hip hop",Hip Hop,Rotten,2014-12-02,2:19,71,29,69,81,12,6,32,-16 db,125,G Major,9B,4,2022-04-13,7I4ibsZgwuf46g0xHuTC8s
23 , THATS WHAT I WANT,Lil Nas X,94,"lgbtq+ hip hop, pop","Hip Hop, Pop",MONTERO,2021-09-17,2:23,74,85,1,0,55,22,5,-5 db,88,C♯/D♭ Minor,12A,4,2022-04-13,0e8nrvls4Qqv5Rfa2UhqmO
24 , abcdefu,GAYLE,97,modern alternative pop,Rock,abcdefu,2021-08-13,2:48,70,54,30,0,42,5,37,-6 db,122,E Major,12B,4,2022-04-13,4fouWK6XVHhzl78KzQ1UjL
25 , Tom's Diner,"AnnenMayKantereit,Giant Rooks",87,"cologne indie, german singer-songwriter,","Classical, Pop",Tom's Diner,2019-06-28,4:29,68,43,38,0,33,14,36,-8 db,98,F#/G♭ Minor,11A,4,2022-04-13,0oA9wBGDY4uyILLg4GymWP
26 , After Dark,Mr.Kitty,77,weirdcore,,Time,2014-08-08,4:17,58,60,7,41,4,3,8,-10 db,140,G#/A♭ Major,4B,4,2022-04-13,0zCgWGmDF0aih5qexATyBn
27 , Without Me,Eminem,91,"detroit hip hop, hip hop, rap",Hip Hop,The Eminem Show,2002-05-26,4:50,91,67,0,0,66,7,24,-3 db,112,G Major,9B,4,2022-04-13,7lQ8MOhq6IN2w8EYcFNSUk
28 , Bam Bam (feat. Ed Sheeran),"Camila Cabello,Ed Sheeran",68,"dance pop, pop, post-teen pop, uk pop",Pop,Familia,2022-04-07,3:26,76,70,18,0,96,4,33,-6 db,95,G#/A♭ Major,4B,4,2022-04-13,2DB4DdfCFMw1iaR6JaR03a
29 , Revenge,XXXTENTACION,88,"emo rap, miami hip hop",Hip Hop,17,2017-08-25,2:00,75,25,78,0,18,26,11,-16 db,140,B Minor,10A,4,2022-04-13,5TXDeTFVRVY7Cvt0Dw4vWW
30 , Wait a Minute!,WILLOW,88,"afrofuturism, dance pop, electropop, pop, post-teen pop","R&B, Pop",ARDIPITHECUS,2015-01-11,3:16,76,71,4,0,67,3,9,-5 db,101,D#/E♭ Minor,2A,4,2022-04-13,0y60itmpH0aPKsFiGxmtnh
31 , 505,Arctic Monkeys,84,"garage rock, permanent wave, rock, sheffield indie","Blues, Rock",Favourite Worst Nightmare (Standard Version),2007-04-24,4:13,52,85,0,0,23,5,7,-6 db,140,C Major,8B,4,2022-04-13,58ge6dfP91o9oXMzq3XkIS
32 , Boyfriend,Dove Cameron,93,"pop, post-teen pop",Pop,Boyfriend,2022-02-11,2:33,35,61,23,0,23,6,19,-7 db,180,G Minor,6A,3,2022-04-13,59CfNbkERJ3NoTXDvoURjj
33 , Freaks,Surf Curse,89,"dreamo, indie surf, surf punk, vegas indie",Rock,Freaks,2021-05-15,2:27,35,94,0,63,41,5,5,-10 db,180,A Major,11B,4,2022-04-13,7EkWXAI1wn8Ii883ecd9xr
34 , showdown,shadowraze,80,"russian drain, russian hip hop",Hip Hop,showdown,2022-03-04,2:00,71,63,4,3,38,13,9,-11 db,115,F#/G♭ Major,2B,4,2022-04-13,48fzAdCxamFYCHNXXLk6zn
35 , Bones,Imagine Dragons,89,"modern rock, rock",Rock,Bones,2022-03-11,2:45,77,74,2,0,57,5,8,-4 db,114,F Minor,4A,4,2022-04-13,0HqZX76SFLDz2aW8aiqi7G
36 , Do It To It,"ACRAZE,Cherish",92,"atl hip hop, girl group, hip pop, r&b, southern hip hop, urban contemporary","Hip Hop, Pop, R&B",Do It To It,2021-08-20,2:37,85,81,2,5,64,9,7,-8 db,125,B Minor,10A,4,2022-04-13,20on25jryn53hWghthWWW3
37 , Bad Habits,Ed Sheeran,94,"pop, uk pop",Pop,=,2021-10-29,3:50,81,89,5,0,54,3,37,-4 db,126,B Minor,10A,4,2022-04-13,3rmo8F54jFF8OgYsqTxm5d
38 , Formula,Labrinth,88,"indie poptimism, pop",Pop,Euphoria (Original Score from the HBO Series),2019-10-04,1:31,57,66,4,6,23,4,15,-6 db,145,B Major,1B,4,2022-04-13,6EtKlIQmGPB9SX8UjDJG5s
39 , Dark Red,Steve Lacy,89,"afrofuturism, pop","R&B, Pop",Dark Red,2017-02-20,2:53,60,78,45,0,78,6,12,-4 db,172,F#/G♭ Major,2B,4,2022-04-13,37y7iDayfwm3WXn5BiAoRk
40 , Move Your Body,"Öwnboss,Sevek",84,"brazilian edm,",Dance/Electronic,Move Your Body,2021-10-29,2:37,85,82,2,0,25,5,10,-5 db,125,D Minor,7A,4,2022-04-13,6GomT970rCOkKAyyrwJeZi
41 , u.,niteboi,78,drift phonk,,u.,2017-01-22,2:54,46,65,22,87,6,10,11,-9 db,124,E Minor,9A,4,2022-04-13,0J7oHYxjF6Oln61wy0kP2i
42 , Pepas,Farruko,84,"latin, latin hip hop, reggaeton, trap latino","Latin, Hip Hop",La 167,2021-10-01,4:47,76,77,1,0,44,3,13,-4 db,130,G Major,9B,4,2022-04-13,2B4GHvToeLTOBB4QLzW3Ni
43 , Close Eyes,"Chego1963,onurxt,Rylixe",28,"new school turkce rap,",,Close Eyes,2020-02-13,2:12,78,54,7,73,22,7,14,-10 db,96,C Major,8B,4,2022-04-13,7BNWWI6aZPLkYCfRat8HuD
44 , Daddy Issues,The Neighbourhood,88,"modern alternative rock, modern rock, pop, shimmer pop","Rock, Pop",Wiped Out!,2015-10-30,4:20,59,52,7,15,34,3,12,-9 db,85,A#/B♭ Major,6B,4,2022-04-13,5E30LdtzQTGqRvNd7l6kG5
45 , Starlight,Dave,90,uk hip hop,Hip Hop,Starlight,2022-03-03,3:31,95,37,34,0,37,29,10,-10 db,124,E Minor,9A,4,2022-04-13,531KGXtBroSrOX9LVmiIgc
46 , МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,72,"russian dance, russian hip hop, russian pop","Dance/Electronic, Hip Hop, Pop",МАЛИНОВАЯ ЛАДА,2021-10-22,3:33,76,88,6,0,82,4,23,-5 db,117,E Minor,9A,4,2022-04-13,77B4S4jkrAkL3Ng5hEHoUU
47 , The Real Slim Shady,Eminem,89,"detroit hip hop, hip hop, rap",Hip Hop,The Marshall Mathers LP,2000-05-23,4:44,95,66,3,0,76,6,5,-4 db,105,F Minor,4A,4,2022-04-13,3yfqSUWxFvZELEM4PmlwIR
48 , good 4 u,Olivia Rodrigo,94,pop,Pop,SOUR,2021-05-21,2:58,56,66,34,0,69,15,8,-5 db,167,A Major,11B,4,2022-04-13,4ZtFanR9U6ndgddUvNcjcG
49 , Cool for the Summer,Demi Lovato,87,"dance pop, pop, post-teen pop",Pop,Confident,2015-01-01,3:34,58,61,0,0,34,4,14,-6 db,114,F Minor,4A,4,2022-04-13,3uwnnTQcHM1rDqSfA4gQNz
50 , I Love You So,The Walters,93,chicago indie,Rock,I Love You So,2014-11-28,2:40,57,65,58,0,47,4,12,-5 db,76,A#/B♭ Major,6B,4,2022-04-13,4SqWKzw0CbA05TGszDgMlc
